"Team","Player","Hero","GPM","Eff %","Tot. Gold","Creep","Kill","Assist","Tower","Neutral","Ancients","Default","Rosh","Summons","Rax","Midas","Track","Filler","Courier","Devour/Greed","Ward"
"OG","Simbaaa","Winter Wyvern","204","0.40","8422","2342","639","183","616","37","0","4064","0","0","500","0","0","0","0","0","0"
"OG","Cr1t","Io","168","0.33","6936","520","0","882","760","50","0","4128","0","0","500","0","0","112","0","0","0"
"OG","Miracle 2","Invoker","404","0.79","16679","7779","1116","805","616","1645","0","4025","0","0","500","0","0","100","0","0","50"
"OG","MoonMeander","Sven","352","0.69","14532","4275","854","478","1174","2102","518","4128","0","0","500","0","0","536","0","0","0"
"OG","N0tail","Gyrocopter","439","0.86","18124","7557","894","309","979","3132","677","4128","0","0","500","0","0","0","0","0","0"
"Alliance","s4","Windranger","538","1.06","22211","6110","4788","704","2492","864","821","4128","775","20","740","0","0","658","175","0","0"
"Alliance","Akke","Bane","315","0.62","13004","1278","2963","1265","1560","208","0","4128","771","72","500","0","0","0","175","0","100"
"Alliance","Loda","Slardar","441","0.87","18206","5839","1745","2149","1733","682","348","4128","600","0","500","0","0","291","175","0","50"
"Alliance","Mynuts","Tusk","308","0.60","12715","2749","298","1941","1720","515","0","4128","600","0","500","0","0","122","175","0","0"
"Alliance","AdmiralBulldog","Doom","505","0.99","20848","4112","1832","858","1560","2929","232","4128","853","0","500","0","0","98","175","3625","0"
