"Team","Player","Hero","GPM","Eff %","Tot. Gold","Creep","Kill","Assist","Tower","Neutral","Ancients","Default","Rosh","Summons","Rax","Midas","Track","Filler","Courier","Devour/Greed","Ward"
"Liquid","KuroKy","Io","186","0.30","12763","580","815","1392","1240","147","0","6862","860","125","0","0","0","736","0","0","50"
"Liquid","FATA","Venomancer","608","0.99","41721","19557","4671","585","1763","1109","0","6627","600","2439","0","4066","0","100","0","0","50"
"Liquid","JerAx","Tusk","249","0.41","17086","3496","2173","1922","1240","198","0","6731","600","419","0","0","0","82","0","0","150"
"Liquid","MATUMBAMAN","Sven","675","1.10","46318","23719","4377","1438","1466","1932","2331","6698","600","3212","0","0","0","463","0","0","0"
"Liquid","riskMinDContRoL","Clockwerk","252","0.41","17292","3697","1030","1257","1476","83","161","6736","1193","878","0","0","0","618","0","0","100"
"Alliance","s4","Queen of Pain","522","0.85","35820","13214","4714","2781","2643","2434","0","6862","200","262","1500","0","0","564","700","0","0"
"Alliance","Akke","Dazzle","211","0.34","14479","723","346","1833","1832","107","57","6805","200","166","1500","0","0","100","700","0","100"
"Alliance","Loda","Spectre","540","0.88","37055","12753","6394","1671","1760","3773","222","6597","476","681","1635","0","0","159","700","0","0"
"Alliance","Mynuts","Night Stalker","280","0.46","19214","1793","1541","3175","2000","475","122","6862","200","184","1500","0","0","472","700","0","250"
"Alliance","AdmiralBulldog","Natures Prophet","676","1.10","46387","17344","3905","2027","2557","5611","1450","6862","200","480","1847","3230","0","228","700","0","0"
