"Team","Player","Hero","GPM","Eff %","Tot. Gold","Creep","Kill","Assist","Tower","Neutral","Ancients","Default","Rosh","Summons","Rax","Midas","Track","Filler","Courier","Devour/Greed","Ward"
"VG","Super","Lycan","407","0.87","10086","2976","912","701","372","1376","451","2478","562","0","0","0","0","100","0","0","0"
"VG","Fenrir","Spirit Breaker","202","0.43","5006","499","0","1516","160","0","0","2478","200","0","0","0","0","0","0","0","0"
"VG","iceiceice","Slardar","255","0.54","6319","1949","539","775","160","0","0","2478","200","0","0","0","0","58","0","0","0"
"VG","BurNIng","Queen of Pain","404","0.86","10012","4663","1288","1000","160","127","0","2478","200","0","0","0","0","97","0","0","0"
"VG","fy","Visage","259","0.55","6418","1394","1612","176","160","100","0","2478","200","0","0","0","0","0","0","0","150"
"Secret","Puppey","Shadow Shaman","313","0.67","7756","1211","506","437","1634","697","0","2478","0","341","0","0","240","0","175","0","50"
"Secret","MiSeRY","Doom","430","0.92","10656","911","2488","595","1320","1222","0","2478","0","100","0","0","280","54","175","1050","0"
"Secret","Eternal Envy","Ember Spirit","597","1.27","14794","6465","1648","765","1558","1025","0","2478","0","182","0","0","280","238","175","0","0"
"Secret","w33","Invoker","496","1.06","12291","3763","1748","475","1721","531","245","2478","0","667","0","0","280","174","175","0","50"
"Secret","PieLieDie","Bounty Hunter","367","0.78","9095","246","818","1074","1513","0","0","2478","0","200","0","0","2475","88","175","0","50"
