"Team","Player","Hero","GPM","Eff %","Tot. Gold","Creep","Kill","Assist","Tower","Neutral","Ancients","Default","Rosh","Summons","Rax","Midas","Track","Filler","Courier","Devour/Greed","Ward"
"LGD.cn","rOtK","Batrider","302","0.67","6313","1491","475","591","240","1440","0","2090","0","0","0","0","0","0","0","0","0"
"LGD.cn","Maybe","Shadow Fiend","511","1.13","10682","3725","2064","270","482","1558","0","2090","0","233","0","0","0","264","0","0","0"
"LGD.cn","DDC","Dazzle","216","0.48","4515","481","0","1183","240","386","0","2090","0","42","0","0","0","0","0","0","100"
"LGD.cn","MMY","Io","179","0.40","3742","119","614","405","240","282","0","2090","0","0","0","0","0","0","0","0","0"
"LGD.cn","Sylar","Chaos Knight","339","0.75","7086","3525","341","180","240","154","0","2090","0","0","0","570","0","0","0","0","0"
"Secret","Puppey","Chen","403","0.89","8424","336","1684","604","920","1953","0","2090","200","0","378","0","0","54","175","0","50"
"Secret","MiSeRY","Slardar","329","0.73","6877","407","1009","1673","920","64","0","2090","200","0","275","0","0","66","175","0","0"
"Secret","Eternal Envy","Doom","550","1.22","11497","3678","845","1173","1302","589","0","2090","200","0","275","0","0","0","175","1175","0"
"Secret","w33","Queen of Pain","600","1.33","12542","3810","3593","515","920","176","0","2090","487","0","275","0","0","453","175","0","50"
"Secret","PieLieDie","Shadow Shaman","352","0.78","7358","1646","792","761","1149","198","0","2090","200","0","275","0","0","88","175","0","0"
