"Team","Player","Hero","GPM","Eff %","Tot. Gold","Creep","Kill","Assist","Tower","Neutral","Ancients","Default","Rosh","Summons","Rax","Midas","Track","Filler","Courier","Devour/Greed","Ward"
"Secret","Puppey","Disruptor","267","0.56","7439","1198","0","1000","1120","598","0","2786","200","0","275","0","160","66","0","0","50"
"Secret","MiSeRY","Doom","482","1.02","13429","2883","217","288","1304","1642","0","2786","200","0","275","1710","80","156","0","1900","0"
"Secret","Eternal Envy","Anti Mage","775","1.64","21593","7404","2269","543","1443","3962","2095","2786","363","0","405","0","160","178","0","0","0"
"Secret","w33","Windranger","470","0.99","13095","4139","2591","287","1456","879","0","2786","200","0","275","0","200","250","0","0","50"
"Secret","PieLieDie","Bounty Hunter","244","0.52","6798","861","285","225","1120","0","0","2786","200","0","275","0","1000","62","0","0","0"
"VG","Super","Death Prophet","373","0.79","10393","4755","543","748","535","793","0","2763","0","0","0","0","0","252","0","0","0"
"VG","Fenrir","Ancient Apparition","235","0.50","6548","285","2823","75","320","61","0","2786","0","0","0","0","0","0","0","0","200"
"VG","iceiceice","Clockwerk","238","0.50","6631","2132","0","1401","320","22","0","2786","0","0","0","0","0","0","0","0","0"
"VG","BurNIng","Slark","501","1.06","13959","5906","1166","644","556","1118","0","2786","0","0","0","1710","0","98","0","0","0"
"VG","fy","Wraith King","304","0.64","8470","1345","1185","869","320","501","0","2786","0","0","0","1330","0","152","0","0","0"
