"Team","Player","Hero","GPM","Eff %","Tot. Gold","Creep","Kill","Assist","Tower","Neutral","Ancients","Default","Rosh","Summons","Rax","Midas","Track","Filler","Courier","Devour/Greed","Ward"
"Fnatic.MY","Ohaiyo","Clockwerk","245","0.51","7423","2219","1083","714","320","72","0","3030","0","0","0","0","0","0","0","0","0"
"Fnatic.MY","Chrissy","Windranger","359","0.75","10876","5012","1158","424","563","283","0","3030","0","0","0","0","0","445","0","0","0"
"Fnatic.MY","Mushi","Earthshaker","244","0.51","7392","1686","730","1643","320","0","0","3030","0","0","0","0","0","0","0","0","0"
"Fnatic.MY","Net","Shadow Demon","230","0.48","6968","1626","333","866","320","692","0","3030","0","0","0","0","0","0","0","0","100"
"Fnatic.MY","Black","Slark","388","0.81","11755","6329","613","384","479","945","0","3030","0","0","0","0","0","0","0","0","0"
"EG","ppd","Winter Wyvern","272","0.57","8241","926","246","1721","1120","179","0","3030","400","0","0","0","0","0","0","0","100"
"EG","Sumail","Timbersaw","566","1.18","17148","6455","3409","503","1120","1283","0","3030","678","0","0","0","0","185","0","0","0"
"EG","Universe","Slardar","381","0.79","11543","3247","1691","1422","1120","136","0","3030","400","0","0","0","0","0","0","0","0"
"EG","Fear","Bane","368","0.77","11149","628","3371","1713","1353","0","0","3030","400","0","0","0","0","90","0","0","50"
"EG","Arteezy","Alchemist","836","1.74","25327","5780","1785","304","1702","2790","2192","3030","695","0","0","0","0","2505","0","4519","50"
