"Team","Player","Hero","GPM","Eff %","Tot. Gold","Creep","Kill","Assist","Tower","Neutral","Ancients","Default","Rosh","Summons","Rax","Midas","Track","Filler","Courier","Devour/Greed","Ward"
"EG","ppd","Winter Wyvern","312","0.63","11572","919","651","1592","1840","15","0","3709","400","310","1000","0","0","116","0","0","0"
"EG","Sumail","Ember Spirit","609","1.24","22588","9098","2458","732","2184","1773","0","3709","400","120","1000","0","0","115","0","0","0"
"EG","Universe","Tidehunter","466","0.95","17284","5903","1110","906","1840","884","422","3709","400","0","1000","0","0","118","0","0","0"
"EG","Fear","Undying","281","0.57","10422","1062","0","750","1840","74","0","3709","400","90","1000","0","0","98","0","0","0"
"EG","Arteezy","Shadow Fiend","716","1.46","26556","11667","2771","498","2861","1550","450","3709","1023","240","1326","0","0","495","0","0","0"
"Fnatic.MY","Mushi","Lina","425","0.86","15763","8476","1562","849","680","369","0","3611","0","0","0","0","0","113","0","0","50"
"Fnatic.MY","Chrissy","Io","202","0.41","7492","374","0","2338","680","121","0","3709","0","0","0","0","0","309","0","0","0"
"Fnatic.MY","Black","Tiny","494","1.00","18322","8632","1353","1186","1344","1898","0","3609","0","125","0","0","0","108","0","0","0"
"Fnatic.MY","Net","Shadow Demon","231","0.47","8568","2526","139","843","680","591","0","3709","0","0","0","0","0","0","0","0","100"
"Fnatic.MY","Ohaiyo","Tusk","388","0.79","14391","6914","1164","1510","680","89","0","3610","0","0","0","0","0","372","0","0","0"
